,0
0,0.1892897471116851
1,0.27969818357623244
2,0.010005545346774336
3,0.27118795995168116
4,0.102281924859224
5,0.16365203783701193
6,0.21683306719933634
7,0.5883665052641658
8,0.42362706725142607
9,0.29987152804290684
10,0.1705928614424066
11,0.22786359996495395
12,0.5442820265484252
13,0.2455613755826676
14,0.20820318491376488
15,0.16453456376297979
16,0.5153932569580966
17,0.3094095188225444
18,0.3280136490862966
19,0.17837288883615113
20,0.06991248663734581
21,0.2454242898937902
22,0.4076196105213529
23,0.45448379211580914
24,0.28968878130090653
25,0.07107022446332653
26,0.14779437266421944
27,0.11280021693908193
28,0.09487063264341362
29,0.08915515499366461
30,0.0812176516977281
31,0.24843566758214175
32,0.012706952262698523
33,0.020498705641468357
34,0.1523144133097933
35,0.8265601573882646
36,0.25251322480438776
37,0.1262665766790873
38,0.00933205007007773
39,0.40138707066673496
40,0.34824426295938116
41,0.6064281004363186
42,0.13670920908609918
43,0.11520986680934472
44,0.15963041431570013
45,0.024175557065446773
46,0.004985469177128332
47,0.27236933399544017
48,0.23048601545665948
49,0.4494943709722735
50,0.4473464570561167
51,0.4789288464572913
52,0.34331182612453126
53,0.29343598290315404
54,0.29146054487879147
55,0.02980560117425296
56,0.018322389440988518
57,0.3677660284977017
58,0.14918513988714754
59,0.006358107320289269
60,0.009003221553143953
61,0.38717388526722024
62,0.3166697335298555
63,0.12407515394024918
64,0.08504800755747138
65,0.07689971325855816
66,0.22918855964847873
67,0.43107075051788346
68,0.33324190930610864
69,0.19478173878468952
70,0.5757872760214755
71,0.09852943688702404
72,0.19688973965982914
73,0.228621894264147
74,0.2705133535674388
75,0.28363278269398423
76,0.26418408768427193
77,0.2178531881035501
78,0.2484220053025038
79,0.028617681323239552
80,0.3268496382334374
81,0.24335585741634755
82,0.4944636933981648
83,0.12018455146819396
84,0.03856593569755412
85,0.21918662052975857
86,0.22575870246056376
87,0.10564433035797441
88,0.14138076073149128
89,0.11017996133980489
90,0.33967274780538664
91,0.1892500009257135
92,0.2959049487221479
93,0.06967679992629858
94,0.19152119804690002
95,0.09116335696788223
96,0.7312864490007391
97,0.2464150340432802
98,0.4545031261402525
99,0.3678920071881002
100,0.7191241126390042
101,0.5864877529365373
102,0.45066407437157796
103,0.6734044367735318
104,0.7879050476812769
105,0.7761394206081343
106,0.5064924263041443
107,0.9456024461922806
108,0.536467792944306
109,0.5135444610156422
110,0.8735579374487917
111,0.8867593170088708
112,0.7987399481065296
113,0.9383917822210142
114,0.4222314914586506
115,0.8541075401854787
116,0.9567369136651357
117,0.2687524044116144
118,0.8669401153502245
119,0.5351056524330469
120,0.9098447196380672
121,0.8638734304647964
122,0.8010557839422405
123,0.8105275416154962
124,0.5715456648054269
125,0.6451075360086462
126,0.9329412645404785
127,0.3084956104959484
128,0.8992996773563539
129,0.9390285052360879
130,0.5038099132358863
131,0.8546266307655171
132,0.9799477383127992
133,0.9421417087315538
134,0.5186598372251658
135,0.44957880054762067
136,0.9530609924810678
137,0.17888788342876993
138,0.8092780018938218
139,0.9531328270364354
140,0.7864501797754857
141,0.623574542517548
142,0.9978125514470837
143,0.8229766299454415
144,0.7440129567510207
145,0.6958924867492124
146,0.6001256307874743
147,0.5705523673062212
148,0.4623093531737656
149,0.386649001684209
150,0.2914473358529147
151,0.8984621086491809
152,0.5521164466200733
153,0.8308454516026448
154,0.790450358812279
155,0.7059530711958257
156,0.9147431217191218
157,0.9655346345646599
158,0.5886843337988951
159,0.8558368048974282
160,0.6781459936534422
161,0.7324684995825839
162,0.5466068597476326
163,0.5943923572151331
164,0.6320898319797073
165,0.8643164713087985
166,0.6072686018709758
167,0.7333218824232529
168,0.8286989581991839
169,0.5674525595401302
170,0.9352466677187964
171,0.6565306055654595
172,0.7555640212552968
173,0.6456498971638331
174,0.5014234129086456
175,0.9741922169746304
176,0.5773358356773491
177,0.6488703126731546
178,0.60132746407825
179,0.5954290432535374
180,0.5614149701119449
181,0.5935970073590082
182,0.7305852268344013
183,0.857625947768305
184,0.6843561051706896
185,0.6189574868791968
186,0.9617058663226953
187,0.8525236210535648
188,0.9293677430614071
189,0.9742517727440716
190,0.7815599042242313
191,0.8518719915663076
192,0.9392856715147432
193,0.7461423405013439
194,0.6632354806660102
195,0.6336601152709491
196,0.7375686270889283
197,0.6007271522317326
198,0.7443207807961716
199,0.8022164944536503
