,0
0,0.6351203902028923
1,0.19329359893619874
2,0.19207332163407964
3,0.10040840409324576
4,0.3353037127500992
5,0.057938136975636406
6,0.42031095987571293
7,0.2077254179009309
8,0.1709727162579137
9,0.01863407146545401
10,0.17507979040138824
11,0.4702609223184059
12,0.05036224185749147
13,0.23877748437586221
14,0.32207393525190864
15,0.3402213755959467
16,0.0906029613971018
17,0.18889422414066218
18,9.188799435558281e-05
19,0.32546073209939275
20,0.14340656614572542
21,0.2758995132736971
22,0.11639629365510146
23,0.3493073454325615
24,0.4406719346120466
25,0.20448292049340885
26,0.07797218680655738
27,0.42729120745501353
28,0.5041027763458084
29,0.33796963371882294
30,0.2592548914757277
31,0.32302848629314035
32,0.04002937599301237
33,0.32703386203444157
34,0.22825328496558384
35,0.4931701186753057
36,0.21388033808708348
37,0.4189605533879791
38,0.35517119160731486
39,0.09120710506351166
40,0.2948401338849205
41,0.2366925924918729
42,0.18250159166129118
43,0.3394464021364686
44,0.4509739187492182
45,0.2705102156964119
46,0.20112619993499486
47,0.08014445159728655
48,0.1644841273476759
49,0.2668009108487758
50,0.19963503640440558
51,0.1108625993647325
52,0.17177761543975495
53,0.294310358150252
54,0.22216101497834942
55,0.250766153208341
56,0.2086991905325313
57,0.4095048237323307
58,0.35476703899661494
59,0.44480774881986984
60,0.16788029045451408
61,0.12037932545027889
62,0.2112504977658062
63,0.3988049644459942
64,0.18385719129992859
65,0.06202340907135004
66,0.5050798121921956
67,0.5721694990245421
68,0.0969867898964843
69,0.24484696396369016
70,0.4928172392228599
71,0.3100479104240803
72,0.5690110268376003
73,0.15484516642023707
74,0.4315591841217918
75,0.4934411800874209
76,0.1546374100777915
77,0.386177891063181
78,0.17973303430853504
79,0.1366584407276892
80,0.023615852989932795
81,0.7164830029392082
82,0.5092514779231894
83,0.307818235808434
84,0.18589824614112901
85,0.30292197335481896
86,0.3060123369905041
87,0.28755113350317396
88,0.12231755664219132
89,0.13956647836691274
90,0.21001312151054413
91,0.41539014929711904
92,0.20033417626681835
93,0.024336073117987217
94,0.17978886906870606
95,0.4295510023544282
96,0.07092711081493136
97,0.46251863753607647
98,0.5484497727140187
99,0.09651802558904304
100,0.23675584456835136
101,0.00819921497627174
102,0.19321919690078118
103,0.2745885901943139
104,0.3636817237963888
105,0.24382420139355482
106,0.25218510516547654
107,0.2576047976110267
108,0.06254301273178639
109,0.3142813215316936
110,0.1790036745464722
111,0.01854528548013029
112,0.24514752243858315
113,0.1791369551627602
114,0.3087385978943632
115,0.3572136332447394
116,0.5711902523673078
117,0.4711032003137319
118,0.2860489278568695
119,0.1589385378174031
120,0.5823839098816612
121,0.055411070717506866
122,0.2547615226716052
123,0.38882885698351694
124,0.06867073279752076
125,0.07074292207424024
126,0.26833987437727447
127,0.1419389974569072
128,0.10397371119727683
129,0.02684119299211346
130,0.48408719104344256
131,0.41731589794362556
132,0.21530537329662935
133,0.41974293978557453
134,0.3516487631762555
135,0.5132500338378654
136,0.409280183625911
137,0.43660274444938224
138,0.13681846090472327
139,0.3074958468738084
140,0.06809553314829289
141,0.32885382713910505
142,0.4786942170889964
143,0.09375354104260658
144,0.3734204968961982
145,0.24485773768436578
146,0.02147089012493178
147,0.504720343397552
148,0.026329470307494718
149,0.09865162696720364
150,0.3266967125962137
151,0.2774989065057047
152,0.14586791096390214
153,0.1840719361934495
154,0.536603168485462
155,0.3885905869388302
156,0.19194225811883925
157,0.15655817714405
158,0.07862657692203684
159,0.39147176026998065
160,0.23805499860024978
161,0.22621349384118214
162,0.19768776312612235
163,0.31081813377176293
164,0.12223165265676904
165,0.12541699857617566
166,0.20356502008171418
167,0.14781999985145586
168,0.1300870426054182
169,0.0039006631307540174
170,0.0685030392021716
171,0.6930760991096343
172,0.17857977087524965
173,0.5366026315968584
174,0.5349662159270797
175,0.07092840408835532
176,0.08900486686336612
177,0.26694550450070653
178,0.3849175080193201
179,0.4761724053025288
180,0.0740694127806529
181,0.15970093663526086
182,0.43171403777057904
183,0.1871286630708399
184,0.15674113449929344
185,0.5995482689698899
186,0.4986315309459639
187,0.1999840874898041
188,0.36189446306563183
189,0.2309957072218571
190,0.5119073505917182
191,0.05410127874307577
192,0.08914701406855874
193,0.14356548592253288
194,0.5544527075323109
195,0.2974923921700265
196,0.2984788376476366
197,0.2956981394891461
198,0.40629898018113764
199,0.3598147450475843
200,0.4185337768515851
201,0.3975638269803641
202,0.5248844699555754
203,0.13864474669458177
204,0.051505897075425716
205,0.13008377188166143
206,0.3539844080332668
207,0.25489837671750126
208,0.2899057950994144
209,0.1418189690936892
210,0.40521960895625675
211,0.24162144556194062
212,0.05283975310622152
213,0.1948073773568769
214,0.26782295953532215
215,0.3994715819787049
216,0.38181025084285775
217,0.3005375117900255
218,0.3886722922936509
219,0.03168196360248629
220,0.27426609531113255
221,0.23354004402075498
222,0.15565341622953358
223,0.1348164577082212
224,0.41774257812417626
225,0.2211219876812771
226,0.03590174065658344
227,0.2574772238901886
228,0.040600845769307864
229,0.11862841994867
230,0.2907374072870397
231,0.26740756282309913
232,0.6831820053554978
233,0.13788340596007342
234,0.0439503524597368
235,0.04320711366855948
236,0.20555238508185836
237,0.40960233064221896
238,0.37448054886948656
239,0.4844160727253672
240,0.3339205297510456
241,0.28073531509601835
242,0.4709057280123419
243,0.3150804872637834
244,0.3407234620318004
245,0.2898455929423675
246,0.027102087287602578
247,0.6202433970258442
248,0.11971893526245873
249,0.03063119489648486
250,0.07980298669758733
251,0.3323927326660059
252,0.26194390958924
253,0.33209332750054277
254,0.3148389617533541
255,0.29018719405920534
256,0.4228802431178327
257,0.19252957588521294
258,0.516646371259931
259,0.2355057445206781
260,0.5980899828536121
261,0.4230748178704963
262,0.03340542456909526
263,0.2439124052705242
264,0.18418616085403966
265,0.007189408085386123
266,0.1661347846605109
267,0.3372435438722313
268,0.13292474250702482
269,0.24263594919330972
270,0.5353994555310246
271,0.10813197470658298
272,0.4689930240371836
273,0.28812945482098024
274,0.48799539765935773
275,0.411065599094677
276,0.18579186951765794
277,0.4073595837738377
278,0.21579519837018002
279,0.092963404626375
280,0.1443640281364845
281,0.31030773914654636
282,0.1901297909140871
283,0.4193005807286962
284,0.5024117087620055
285,0.5728607284256142
286,0.21549340456496446
287,0.04133669262768844
288,0.046279836982111466
289,0.05298521515064644
290,0.23210028963823012
291,0.47864209625919885
292,0.4635084845806486
293,0.1315648414835032
294,0.1308572492093384
295,0.7506968604737283
296,0.14521110844823248
297,0.18316045580803808
298,0.32429556637633145
299,0.12660853566716643
300,0.3390059869013029
301,0.13920285507537428
302,0.48221381560536863
303,0.07857892500588162
304,0.10841528163501395
305,0.3187336479201246
306,0.2259400398977925
307,0.39020631857590293
308,0.41211650374527903
309,0.07527280248964328
310,0.38292366390280236
311,0.18165737867627751
312,0.09709332260541659
313,0.1600973370928805
314,0.2820311865690773
315,0.3467913902909075
316,0.12100155364267752
317,0.06016531732353725
318,0.05441634461472969
319,0.3106324093992456
320,0.5516763982812379
321,0.026082116894093066
322,0.47971309465787065
323,0.061026351946003005
324,0.44472017725422497
325,0.16543387228897521
326,0.43798285145144794
327,0.2162188700771628
328,0.3722765020139475
329,0.4099203879076796
330,0.36219773414975903
331,0.31487200858965037
332,0.046313148638905594
333,0.22523516881233477
334,0.27955340905825365
335,0.2492503864383119
336,0.07867803787386858
337,0.04775685686385317
338,0.10830740802200939
339,0.18498731032576454
340,0.3732744044247134
341,0.04421673320488187
342,0.26144453963527026
343,0.3766370855814091
344,0.08930808479014055
345,0.4026253103099015
346,0.10176925721515989
347,0.7043257563067471
348,0.4580084936276419
349,0.07389218077160922
350,0.035807639027960525
351,0.5665040538147382
352,0.33324549777862456
353,0.8067981944125011
354,0.4626167719801913
355,0.2597544104117858
356,0.40406884150098327
357,0.10237532962505368
358,0.1050937110618666
359,0.15093885435706614
360,0.3149713824672721
361,0.15504925425469812
362,0.20452748795352926
363,0.024524328250902727
364,0.16976375528588672
365,0.19090537137118488
366,0.37431829027748753
367,0.277068539976948
368,0.08368975924494743
369,0.13586242667066745
370,0.9127672720554993
371,0.31707518501902565
372,0.4784071793130587
373,0.3027879961532915
374,0.01997978308263923
375,0.3580000671280535
376,0.49799159015976807
377,0.4426992595266248
378,0.15802557239144843
379,0.3206077906253545
380,0.21215147142933224
381,0.7268386093599453
382,0.5158450002552784
383,0.2219630403112087
384,0.09777479095318153
385,0.3212608264999984
386,0.3256415770473665
387,0.35387601369079213
388,0.3502228459339689
389,0.27860851024929967
390,0.15888243259653356
391,0.18504770882196075
392,0.22584655286145083
393,0.297490086042459
394,0.014134534128080467
395,0.2583315615017975
396,0.362915826844208
397,0.4373963643063786
398,0.11266005009506445
399,0.398782676898784
400,0.09671960969392515
401,0.257666041292085
402,0.190028291811895
403,0.030907777085848437
404,0.06092056408565094
405,0.08560820252122364
406,0.30053233296090837
407,0.07431543458048862
408,0.39311793957451946
409,0.44388812510833225
410,0.15780535711741117
411,0.2196624765601785
412,0.021472678905853526
413,0.12476428682111701
414,0.05457627545911414
415,0.5693354204565186
416,0.0724332371799371
417,0.0002894475937972041
418,0.3872946636871057
419,0.5022151208160198
420,0.1939072752278651
421,0.14134098672934367
422,0.5958167479516014
423,0.07259982683219457
424,0.6885454523577013
425,0.45223411267041175
426,0.0741908329946912
427,0.24497058635229307
428,0.09951208586983912
429,0.2078444570198641
430,0.2887714179170648
431,0.34057349833864625
432,0.46409233211599116
433,0.08036285589510198
434,0.14228440127957048
435,0.50885529447827
436,0.06158780535618355
437,0.2120538415344859
438,0.5429519665919817
439,0.05184436154379504
440,0.34937371780968807
441,0.24782110909442903
442,0.44237146277005635
443,0.15179368213790376
444,0.2230574978284043
445,0.42597556853570784
446,0.3403108096615054
447,0.31189898290190793
448,0.2638970991071626
449,0.13156757736747807
450,0.18884238359385583
451,0.1501760362481815
452,0.4103824228069977
453,0.5831165855835554
454,0.3130655146635933
455,0.18195174708118916
456,0.2963275836722964
457,0.30474232344592456
458,0.1952089091094244
459,0.2923720094132482
460,0.3510857648934377
461,0.44679153620923817
462,0.11152534974074158
463,0.17587320315123248
464,0.02877042928133927
465,0.04368294994248248
466,0.26447705016791806
467,0.4400763094097442
468,0.044865526330919975
469,0.2942657025934128
470,0.14425234105173929
471,0.7992227773071556
472,0.08554404799376306
473,0.009264404258679332
474,0.2224487539441812
475,0.004084936780540754
476,0.048507819263536145
477,0.1988106286523868
478,0.13287132968018234
479,0.25625453025030653
480,0.3767785326152273
481,0.09762961805243396
482,0.0033776317115536136
483,0.3311422840682299
484,0.5435594916559872
485,0.6182836265213832
486,0.6120077623269281
487,0.1700759573190348
488,0.3871821084382574
489,0.23337948311334797
490,0.22835086117190287
491,0.31175976727503507
492,0.3188847104665268
493,0.17350920351328208
494,0.43020145028515594
495,0.10239799395712505
496,0.2495476604247873
497,0.21145159182776682
498,0.22890137302033509
499,0.16596777125669512
500,0.21034269556762206
501,0.123204297780574
502,0.4012631920122122
503,0.3759460423352298
504,0.3715121003366144
505,0.13734535691384592
506,0.12413593694703678
507,0.3049820407403321
508,0.17378722361467253
509,0.19614733714051252
510,0.21121838371032503
511,0.07331484667358074
512,0.25464078891089525
513,0.2968557655757421
514,0.0980203953460157
515,0.23159948251930704
516,0.34061243433591226
517,0.24769503945275004
518,0.6574884442544314
519,0.19138064633142618
520,0.14640871500531247
521,0.28470588093742255
522,0.18276838672264542
523,0.1825866605708273
524,0.18599847690523075
525,0.18968202924706118
526,0.26772148347264757
527,0.21444701144689238
528,0.11905381218506492
529,0.01671603579513714
530,0.3403862590563266
531,0.3863605895181396
532,0.26374152007063706
533,0.32920037664001855
534,0.5540972029604946
535,0.24857444863443218
536,0.25881685679669536
537,0.43831107630137894
538,0.33562522449271637
539,0.148776304064908
540,0.44453897165230805
541,0.2270893610935035
542,0.25310477830586914
543,0.632448847850038
544,0.24832498585313087
545,0.23377749233464065
546,0.3041693202222462
547,0.2798217443017801
548,0.19285695851655543
549,0.2913065796126851
550,0.11934923437504343
551,0.602678874848858
552,0.08442088006951882
553,0.1351351491780743
554,0.377832650086263
555,0.4659550966989063
556,0.1690498662213135
557,0.21151598279967132
558,0.585604660772162
559,0.042977717664858556
560,0.08362913390249137
561,0.1198932598544586
562,0.1922296028713117
563,0.23477931866202612
564,0.3116871371422081
565,0.7816686722613915
566,0.31230641680211035
567,0.2977398141261534
568,0.07165833541821351
569,0.4473631102133956
570,0.16945793084686295
571,0.15584764463115847
572,0.317779115019672
573,0.05001537185831434
574,0.3306242864919722
575,0.311405425743409
576,0.47750415151846415
577,0.1983009298760318
578,0.33937933491692873
579,0.14733607478692187
580,0.2028500751335299
581,0.2576667012268418
582,0.09313581052944775
583,0.22285127721098894
584,0.16877982576588949
585,0.1491964606448209
586,0.2681607922932492
587,0.3394095318537715
588,0.6592547489073094
589,0.291692263303107
590,0.4663637251422342
591,0.3545034989784902
592,0.2693777969010666
593,0.6259008453690778
594,0.6096901247413726
595,0.36138543739468904
596,0.14802252324646828
597,0.22906917601261134
598,0.04885046672148613
599,0.16819386476471507
600,0.35738993404181363
601,0.189247112584684
602,0.39700408610536736
603,0.33198681293130117
604,0.30154468256426503
605,0.18445456489287254
606,0.11370752406730911
607,0.039161118556390206
608,0.29870129063404877
609,0.188219681263518
610,0.3142338797743414
611,0.09808742138892775
612,0.22741987445235373
613,0.20267649132264878
614,0.0847909420853227
615,0.32269297179587575
616,0.07308737993697864
617,0.6983225094133523
618,0.09434562308603303
619,0.3024656195781506
620,0.23335627835630565
621,0.27718321866867146
622,0.07819200024580886
623,0.03114712781739587
624,0.2095960774898584
625,0.5931698408924346
626,0.3456530813161257
627,0.26112001956674374
628,0.6457211723881575
629,0.12880541802529127
630,0.2706131094946926
631,0.3157656074810692
632,0.5133310601777836
633,0.19631024111319964
634,0.07570359732884545
635,0.18457071911491607
636,0.29181436163579844
637,0.46437687252580245
638,0.2799147492331748
639,0.8100871450783032
640,0.2534242475431885
641,0.11178051417760768
642,0.10088494170705153
643,0.44723147337033287
644,0.1960870842978617
645,0.17033937234873103
646,0.034444213405024765
647,0.049215847956047026
648,0.2719415026241349
649,0.5485825559668599
650,0.1636726031223645
651,0.274593292250958
652,0.036767624931442366
653,0.3350935172034368
654,0.4244763301212913
655,0.09386711031138073
656,0.3082615291667949
657,0.6153226919676024
658,0.3989923509466102
659,0.6682009938894455
660,0.05467457740690382
661,0.3333523074880368
662,0.0031072618024025334
663,0.2237401345354947
664,0.07777884177246988
665,0.1051995276899431
666,0.337391886978306
667,0.17794577745916926
668,0.2737171263436699
669,0.1580916169076106
670,0.12097386189257521
671,0.24109605416020713
672,0.6578843597808157
673,0.14925176675281487
674,0.23786053162454204
675,0.2815475049339536
676,0.15567303137670185
